Series Name,Series Code,Country Name,Country Code,2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Population density (people per sq. km of land area),EN.POP.DNST,"Korea, Rep.",KOR,517.612269825303,520.852499230217,523.525547744882,525.370072521002,526.734806686494,528.969011484824,530.377274590164,531.109006147541,530.172909836066,
Population density (people per sq. km of land area),EN.POP.DNST,Kosovo,XKX,,,,,,,,,,
Population density (people per sq. km of land area),EN.POP.DNST,Kuwait,KWT,204.63063973064,211.087766554433,219.345847362514,227.165263748597,231.476094276094,242.266273849607,249.219977553311,244.693827160494,238.502469135802,
Population density (people per sq. km of land area),EN.POP.DNST,Kyrgyz Republic,KGZ,29.8206465067779,30.4249217935349,31.0578727841502,31.6970802919708,32.3159541188738,32.9655891553702,33.6611053180396,34.3060479666319,34.8894681960375,
Population density (people per sq. km of land area),EN.POP.DNST,Lao PDR,LAO,28.5994020797227,28.9924350086655,29.4082279029463,29.8585918544194,30.3202642980936,30.7842547660312,31.2480632582322,31.7131672443674,32.1709575389948,
Population density (people per sq. km of land area),EN.POP.DNST,Latvia,LVA,32.3436289713468,32.0404647500281,31.7792437366417,31.4901409356067,31.2123033409935,30.9700612274415,30.755491989008,30.5391129680219,30.2826610959344,
Population density (people per sq. km of land area),EN.POP.DNST,Lebanon,LBN,555.117399804497,613.327663734115,625.507331378299,611.790713587488,597.189833822092,581.704692082111,565.191300097752,553.560410557185,546.689247311828,
Population density (people per sq. km of land area),EN.POP.DNST,Lesotho,LSO,68.3115612648221,69.0132411067194,69.7800065876153,70.6150197628458,71.4959486166008,72.3984519104084,73.3103425559947,74.2457180500659,75.1467061923584,
Population density (people per sq. km of land area),EN.POP.DNST,Liberia,LBR,45.9646283222591,46.9206602990033,47.8854754983389,48.8589804817276,49.7989098837209,50.7619497508306,51.7575685215947,52.8196013289037,53.9183554817276,
Population density (people per sq. km of land area),EN.POP.DNST,Libya,LBY,3.40158280005001,3.46554440365095,3.51923514100276,3.57036270843516,3.62495936437933,3.68152642167839,3.73341214180979,3.78163724609841,3.82786239585346,
Population density (people per sq. km of land area),EN.POP.DNST,Liechtenstein,LIE,230.0375,231.85,233.46875,235.05625,236.80625,238.63125,240.5125,242.225,243.99375,
Population density (people per sq. km of land area),EN.POP.DNST,Lithuania,LTU,47.1908895093738,46.805538707103,46.3672785315243,45.7876664218895,45.1525837710126,44.731646175954,44.6205206004471,44.6324656659214,44.7346909439387,
Population density (people per sq. km of land area),EN.POP.DNST,Luxembourg,LUX,211.05785290896,216.091529874226,221.251835336342,226.072263698018,231.635372078028,236.146609386046,240.827591028798,244.874264894386,248.62068161867,
Population density (people per sq. km of land area),EN.POP.DNST,"Macao SAR, China",MAC,19583.300330033,19939.504950495,20238.125,20547.1475409836,20734.0584415584,19786.9604863222,20171.8237082067,20555.7142857143,20806.2727272727,
Population density (people per sq. km of land area),EN.POP.DNST,Madagascar,MDG,40.5432674458577,41.6225094534204,42.713839807494,43.8328308697147,44.9803059470608,46.1439343416982,47.3240529391543,48.5135390168443,49.7003317291165,
Population density (people per sq. km of land area),EN.POP.DNST,Malawi,MWI,169.970036062792,174.776898599915,179.666334323292,184.616291896479,189.660235468816,194.822687738651,200.12024819686,205.526739499364,210.964594823929,
Population density (people per sq. km of land area),EN.POP.DNST,Malaysia,MYS,91.7206117790291,93.1561680109572,94.5634850098919,95.9562258408157,97.3240176533252,98.6129082331456,99.8448333586973,101.05004717699,102.188020088267,
Population density (people per sq. km of land area),EN.POP.DNST,Maldives,MDV,1335.76,1389.12666666667,1451.94,1514.17333333333,1574.80666666667,1632.52666666667,1681.69333333333,1714.79333333333,1738.19,
Population density (people per sq. km of land area),EN.POP.DNST,Mali,MLI,13.9355616748211,14.3844925790246,14.8443332595743,15.3255689687672,15.8265147231169,16.3370442308165,16.8559191601308,17.3940451896836,17.952108278219,
Population density (people per sq. km of land area),EN.POP.DNST,Malta,MLT,1331.146875,1357.99375,1390.790625,1422.9875,1462.496875,1514.46875,1575.19375,1610.4125,1620.425,
Population density (people per sq. km of land area),EN.POP.DNST,Marshall Islands,MHL,285.288888888889,280.105555555556,274.5,268.494444444444,262.15,255.494444444444,248.488888888889,241.183333333333,233.611111111111,
Population density (people per sq. km of land area),EN.POP.DNST,Mauritania,MRT,3.63147278548559,3.72870282332395,3.82867953817794,3.93120209566314,4.03610652954303,4.14350635490443,4.25327350344426,4.36461045891142,4.47751431066266,
Population density (people per sq. km of land area),EN.POP.DNST,Mauritius,MUS,630.409113670506,631.551326990486,632.388082123185,632.822734101152,633.393590385578,633.739108662994,633.943415122684,633.957936905358,634.118177265899,
Population density (people per sq. km of land area),EN.POP.DNST,Mexico,MEX,60.3362668792922,61.0899904832943,61.8070922606034,62.5114951516243,63.1905439954731,63.7947791867075,64.3459507703387,64.8156084261426,65.1792165436354,
Population density (people per sq. km of land area),EN.POP.DNST,"Micronesia, Fed. Sts.",FSM,155.155714285714,155.748571428571,156.374285714286,157.035714285714,157.757142857143,158.47,159.112857142857,160.151428571429,161.615714285714,
Population density (people per sq. km of land area),EN.POP.DNST,Moldova,MDA,99.5771842462653,99.5164884911377,98.7560678343838,97.614165825121,95.9093883802694,94.2543946689506,92.756093569939,91.7473260542588,90.7834554101434,
Population density (people per sq. km of land area),EN.POP.DNST,Monaco,MCO,17476.5663542181,17814.5041933892,18135.1751356685,18288.6038480513,18275.2836704489,18267.883571781,18270.350271337,18215.0962012827,17603.6468330134,
Population density (people per sq. km of land area),EN.POP.DNST,Mongolia,MNG,1.82703318161355,1.86406649867507,1.90382964798196,1.94544517232048,1.98813245405988,2.03177450064376,2.07571898811886,2.1151336184565,2.14944908754824,
Population density (people per sq. km of land area),EN.POP.DNST,Montenegro,MNE,46.1863940520446,46.2312267657993,46.2571747211896,46.2678810408922,46.2730855018587,46.2622304832714,46.2474349442379,46.1937546468401,46.0379925650558,
Population density (people per sq. km of land area),EN.POP.DNST,Morocco,MAR,75.741714093659,76.7389715438046,77.7066054223616,78.6629262827694,79.6059041003809,80.5008088729554,81.3453013667936,82.2065247591306,83.0754738964822,
Population density (people per sq. km of land area),EN.POP.DNST,Mozambique,MOZ,32.1113596480073,33.1121137363616,34.1352094407284,35.2202408504794,36.3303250336987,37.4168697067575,38.5126719906407,39.6478025890791,40.790803428368,
Population density (people per sq. km of land area),EN.POP.DNST,Myanmar,MMR,77.5530317878361,78.202419305445,78.832530470999,79.4943916786666,80.1046970509383,80.689465297993,81.2627730963689,81.8533071843351,82.4276954663153,
Population density (people per sq. km of land area),EN.POP.DNST,Namibia,NAM,2.67768344082887,2.7244361039245,2.77266090927863,2.82203354832441,2.87205480450388,2.92203233368558,2.97178879860074,3.02335507536834,3.07321964313911,
Population density (people per sq. km of land area),EN.POP.DNST,Nauru,NRU,534.7,547,559.25,571.85,584.1,596.2,606.6,615.75,625.55,
Population density (people per sq. km of land area),EN.POP.DNST,Nepal,NPL,191.011893965818,191.573812347401,192.60777816533,194.35776770143,196.605692361353,198.860913847227,201.133561213812,204.734056505058,209.52207185211,
Population density (people per sq. km of land area),EN.POP.DNST,Netherlands,NLD,498.795844464233,500.593885425942,503.116216216216,505.800831600832,508.8,511.779744579745,515.143272943273,518.013068013068,520.731927531928,
Population density (people per sq. km of land area),EN.POP.DNST,New Caledonia,NCL,14.4228665207877,14.6635667396061,14.7407002188184,14.7822757111597,14.8145514223195,14.8342450765864,14.8380743982495,14.9048140043764,15.0251641137856,
Population density (people per sq. km of land area),EN.POP.DNST,New Zealand,NZL,16.8702290076336,17.1527856898713,17.5056017621815,17.9032319319433,18.2811135163875,18.6115225399719,18.9100300026585,19.3315863430937,19.412099806312,
Population density (people per sq. km of land area),EN.POP.DNST,Nicaragua,NIC,50.8507478810038,51.5927871032076,52.3400199434934,53.0931942828652,53.8518530829317,54.6138690377264,55.3758018946319,56.1400614924381,56.9265414658468,
Population density (people per sq. km of land area),EN.POP.DNST,Niger,NER,14.7258222152049,15.293292808084,15.8902060472093,16.5167308755033,17.1610657614273,17.8235241177864,18.507454803821,19.2102620983658,19.9358348464514,
Population density (people per sq. km of land area),EN.POP.DNST,Nigeria,NGA,191.844398695609,196.953145140925,202.022228444064,207.151016173128,212.453096830155,217.824064253324,223.222648967357,228.737667028997,234.308687154825,
Population density (people per sq. km of land area),EN.POP.DNST,North Macedonia,MKD,81.8410785091197,81.9774385408406,82.0866772402855,82.1764472640761,82.2562252180809,82.3242268041237,82.3431403647898,82.1780729579699,81.8831086439334,
Population density (people per sq. km of land area),EN.POP.DNST,Northern Mariana Islands,MNP,113.35,112.730434782609,111.986956521739,111.158695652174,110.280434782609,109.35652173913,108.386956521739,107.797826086957,107.567391304348,
Population density (people per sq. km of land area),EN.POP.DNST,Norway,NOR,13.9120886837683,14.0704449094514,14.2079384825517,14.3354243797401,14.452576255125,14.5488896436123,14.6479975020132,14.7672152298338,14.8470090866665,
Population density (people per sq. km of land area),EN.POP.DNST,Oman,OMN,12.331760904685,12.9540129240711,13.5437027463651,14.2102423263328,14.6748109854604,14.8664200323102,14.8716252019386,14.679802907916,14.6057221324717,
Population density (people per sq. km of land area),EN.POP.DNST,Pakistan,PAK,266.367738169365,270.147919261104,273.673331776671,276.988428808634,280.691748391449,285.039797374429,289.660232461602,294.723875311333,300.179167963885,
Population density (people per sq. km of land area),EN.POP.DNST,Palau,PLW,38.7065217391304,38.6869565217391,38.6826086956522,38.7304347826087,38.7760869565217,38.8347826086957,38.9478260869565,39.0695652173913,39.1826086956522,
Population density (people per sq. km of land area),EN.POP.DNST,Panama,PAN,51.4064568200161,52.4661764705882,53.3877361036158,54.3218564490016,55.2625876956287,56.1506470746832,57.0575896468051,57.8915610676732,58.6582232407657,
Population density (people per sq. km of land area),EN.POP.DNST,Papua New Guinea,PNG,18.2078942719604,18.690440754317,19.1718721017533,19.6510378483417,20.1271827937994,20.6006867464559,21.0716027028221,21.5290376716866,21.9702270017224,
Population density (people per sq. km of land area),EN.POP.DNST,Paraguay,PRY,15.1161641077272,15.3302819028442,15.5498363956708,15.7730052856783,15.9964862824062,16.2177900830607,16.436008054367,16.6591870123332,16.8733929020891,
Population density (people per sq. km of land area),EN.POP.DNST,Peru,PER,23.46781953125,23.71402421875,23.99364296875,24.32248359375,24.6917859375,25.15933125,25.64442265625,26.019340625,26.34021171875,
Population density (people per sq. km of land area),EN.POP.DNST,Philippines,PHL,334.373367542006,339.82359392293,345.545712177617,351.729771606801,357.978673240098,364.117235134319,370.194197940772,376.265140691552,381.930871650401,
Population density (people per sq. km of land area),EN.POP.DNST,Poland,POL,124.229110740995,124.144273163722,124.061569613639,124.008253045495,124.0237303635,124.031583760656,124.025595374212,123.800574919152,123.316314929762,
Population density (people per sq. km of land area),EN.POP.DNST,Portugal,PRT,114.156128691384,113.541770372117,113.072519583956,112.716384151187,112.441815784188,112.261935951514,112.288582794065,112.406676011074,112.713054660414,
Population density (people per sq. km of land area),EN.POP.DNST,Puerto Rico,PRI,405.081961668546,398.520180383315,391.570687711387,384.066741826381,374.891319052988,360.017361894025,360.055693348365,369.961330326945,367.834611048478,
Population density (people per sq. km of land area),EN.POP.DNST,Qatar,QAT,175.323083548665,192.729765013055,210.145604873803,225.863011314186,236.01000870322,240.794778067885,244.319843342037,240.242384682332,233.963011314186,
Population density (people per sq. km of land area),EN.POP.DNST,Romania,ROU,86.8742903099596,86.5306806328234,86.1248956884562,85.6322453059805,85.1387126216968,84.6399947844228,84.1952712100139,83.7328320584145,83.1010083449235,
Population density (people per sq. km of land area),EN.POP.DNST,Russian Federation,RUS,8.76278525750037,8.7818775504721,8.79880404497318,8.81379634814223,8.8232207375402,8.82206789209416,8.81769599441163,8.79735498907911,8.75926144617378,
Population density (people per sq. km of land area),EN.POP.DNST,Rwanda,RWA,449.993919740576,460.820875557357,471.948074584516,483.619740575598,495.757559789218,507.977624645318,520.268666396433,532.888609647345,545.678475881638,
Population density (people per sq. km of land area),EN.POP.DNST,Samoa,WSM,70.6498233215548,71.2922261484099,71.9332155477032,72.6303886925795,74.6870503597122,75.4320143884892,76.2248201438849,77.3125899280575,78.6920863309353,
Population density (people per sq. km of land area),EN.POP.DNST,San Marino,SMR,554.75,556.483333333333,559.5,563.9,567.6,569.266666666667,569.633333333333,566.783333333333,562.416666666667,
Population density (people per sq. km of land area),EN.POP.DNST,Sao Tome and Principe,STP,201.830208333333,205.726041666667,209.504166666667,213.158333333333,216.704166666667,220.15,223.540625,227.751041666667,232.403125,
Population density (people per sq. km of land area),EN.POP.DNST,Saudi Arabia,SAU,14.6451339495462,14.9442775469951,15.2346840707265,15.5446924905451,15.9060711079272,16.2898524903591,16.6662923491294,16.7452548972177,16.7235257176616,
Population density (people per sq. km of land area),EN.POP.DNST,Senegal,SEN,70.6153118994442,72.5617202513894,74.5659429699268,76.6184802368462,78.7295122837999,80.896011011271,83.1079883654495,85.3691372773074,87.6576118007583,
Population density (people per sq. km of land area),EN.POP.DNST,Serbia,SRB,81.9132403384404,81.529567802424,81.1271781385776,80.7034301394923,80.275074319689,79.8376857992225,79.4104161902584,82.0445475086217,81.2739445831847,
Population density (people per sq. km of land area),EN.POP.DNST,Seychelles,SYC,195.541304347826,198.60652173913,203.084782608696,205.819565217391,208.354347826087,210.352173913043,212.228260869565,214.047826086957,215.778260869565,
Population density (people per sq. km of land area),EN.POP.DNST,Sierra Leone,SLE,96.4929204765863,98.9288999722915,101.340717650319,103.822568578554,106.366929897479,108.912177888612,111.482793017456,114.075505680244,116.661692989748,
Population density (people per sq. km of land area),EN.POP.DNST,Singapore,SGP,7636.72135785007,7714.7023977433,7806.77291960508,7908.72073342736,7882.37780898876,7897.30532212885,7965.87849162011,7918.95125348189,7595.49582172702,
Population density (people per sq. km of land area),EN.POP.DNST,Sint Maarten (Dutch part),SXM,1076.67647058824,1108.38235294118,1141.91176470588,1175.55882352941,1193.35294117647,1202.79411764706,1223.76470588235,1244.41176470588,1260.17647058824,
Population density (people per sq. km of land area),EN.POP.DNST,Slovak Republic,SVK,112.572637664282,112.700686356073,112.803148787488,112.953369384359,113.128785357737,113.285586522463,113.43899750416,113.536335274542,113.295486688852,
Population density (people per sq. km of land area),EN.POP.DNST,Slovenia,SVN,102.281678252234,102.382323733863,102.446109241111,102.52417833383,102.610871929328,102.992292564709,103.711934605987,104.408881428657,104.689964442502,
Population density (people per sq. km of land area),EN.POP.DNST,Solomon Islands,SLB,20.8061807788496,21.3424437299035,21.8885316184352,22.4402286530904,22.9951411218292,23.553018935334,24.115505537692,24.6942122186495,25.2894247945695,
Population density (people per sq. km of land area),EN.POP.DNST,Somalia,SOM,20.487271654924,21.2153457455287,21.9401058437211,22.7832546944241,23.6940431026238,24.5657761341537,25.4747027130424,26.3605317690567,27.2030812637485,
Population density (people per sq. km of land area),EN.POP.DNST,South Africa,ZAF,44.4102383170251,45.1158207552614,46.061301304932,46.511201971824,46.6916791004789,47.2674203892539,47.8835494481036,48.4728478513548,48.9594795110008,
Population density (people per sq. km of land area),EN.POP.DNST,South Sudan,SSD,17.5747804345418,17.7445033468897,17.714460462393,17.5115993860079,16.8661497317741,16.4501273875271,16.5329482695868,16.7838637190828,17.0086433623977,
Population density (people per sq. km of land area),EN.POP.DNST,Spain,ESP,93.2009456028468,92.9227364506907,92.9526859210545,93.0492629572988,93.2709101549633,93.6697920792501,94.3508089023978,94.815383748924,94.8821207500056,
Population density (people per sq. km of land area),EN.POP.DNST,Sri Lanka,LKA,336.975857120077,338.693302503588,344.735220461118,346.169906128318,347.48377037791,350.284495021337,352.431694638296,354.332363401229,358.163595215002,
Population density (people per sq. km of land area),EN.POP.DNST,St. Kitts and Nevis,KNA,183.719230769231,183.803846153846,183.807692307692,183.8,183.788461538462,183.696153846154,183.507692307692,183.238461538462,183.1,
Population density (people per sq. km of land area),EN.POP.DNST,St. Lucia,LCA,285.209836065574,286.563934426229,287.906557377049,289.201639344262,290.431147540984,291.619672131148,292.759016393443,293.831147540984,294.509836065574,
Population density (people per sq. km of land area),EN.POP.DNST,St. Martin (French part),MAF,712.78,705.22,700.4,696.22,689.92,677.04,662.42,651.06,638.96,
Population density (people per sq. km of land area),EN.POP.DNST,St. Vincent and the Grenadines,VCT,275.51282051282,274.133333333333,273.030769230769,271.7,270.638461538462,269.951282051282,269.035897435897,268.28717948718,267.517948717949,
Population density (people per sq. km of land area),EN.POP.DNST,Sudan,SDN,19.2669721627409,19.8090176659529,20.4342494646681,21.0798549250535,21.7772098501071,22.4834362955032,23.1435187366167,23.7904100642398,24.4417569593148,
Population density (people per sq. km of land area),EN.POP.DNST,Suriname,SUR,3.61504487179487,3.65180769230769,3.68894230769231,3.72726282051282,3.76640384615385,3.80586538461538,3.84808333333333,3.89144230769231,3.92939102564103,
Population density (people per sq. km of land area),EN.POP.DNST,Sweden,SWE,23.5684835040631,23.8034986523533,24.0582617728817,24.362449750883,24.6929419766692,24.9814588688378,25.2376654802124,25.4207233696844,25.5738569744311,
Population density (people per sq. km of land area),EN.POP.DNST,Switzerland,CHE,204.734336607627,207.250751433234,209.626620751132,211.931572125581,213.918480127503,215.500094533915,217.042781721823,218.63446962171,220.285662001897,
Population density (people per sq. km of land area),EN.POP.DNST,Syrian Arab Republic,SYR,117.060507542341,109.308021565104,104.586276752165,103.274258018842,103.378385884659,105.284882644448,109.449714099003,113.122011653869,116.126814790612,
Population density (people per sq. km of land area),EN.POP.DNST,Tajikistan,TJK,58.1352529294084,59.9941492657761,61.416982491534,62.8670509402695,64.3095684127099,65.7693781972765,67.2743209164925,68.7600475538583,70.2504791411485,
Population density (people per sq. km of land area),EN.POP.DNST,Tanzania,TZA,55.6035707834726,57.3657168661097,59.3168017611199,61.4154459245879,63.5211469857756,65.5796376157146,67.5915319485211,69.6596500338677,71.7863332580718,
Population density (people per sq. km of land area),EN.POP.DNST,Thailand,THA,136.19096478694,136.939347021864,137.592039382254,138.2039910744,138.773908277711,139.223320088473,139.57557008358,139.90421421441,140.149744563409,
Population density (people per sq. km of land area),EN.POP.DNST,Timor-Leste,TLS,78.1139878950908,79.6792199058507,81.0903160726294,82.3511768661735,83.6069266980498,84.8584398117014,86.1088096839274,87.4240080699395,88.8326832548756,
Population density (people per sq. km of land area),EN.POP.DNST,Togo,TGO,130.653226696084,134.002261445119,137.400790586505,140.859606545321,144.379389593675,147.944088986946,151.555322669608,155.223018937305,158.941514984372,
Population density (people per sq. km of land area),EN.POP.DNST,Tonga,TON,148.734722222222,148.091666666667,147.391666666667,146.815277777778,146.409722222222,146.041666666667,145.765277777778,146.186111111111,147.245833333333,
Population density (people per sq. km of land area),EN.POP.DNST,Trinidad and Tobago,TTO,280.843859649123,282.77992202729,284.634892787524,286.41910331384,288.227485380117,293.31559454191,296.287524366472,295.935087719298,297.400194931774,
Population density (people per sq. km of land area),EN.POP.DNST,Tunisia,TUN,72.736122554068,73.564289392379,74.3935311534501,75.2167031410917,76.0262808959835,76.8089662718847,77.5573764160659,78.2809152935118,78.9324536560247,
Population density (people per sq. km of land area),EN.POP.DNST,Türkiye,TUR,99.4973129945558,101.493020022608,103.486321998883,105.270576770656,106.661416524824,107.596252744825,108.469893325364,109.31931967309,110.150856905266,
Population density (people per sq. km of land area),EN.POP.DNST,Turkmenistan,TKM,11.831751537463,12.0510544123593,12.2708296980401,12.4881599387143,12.7005788096099,12.9063179622497,13.1049730810972,13.3007852233311,13.4953184516843,
Population density (people per sq. km of land area),EN.POP.DNST,Turks and Caicos Islands,TCA,35.3621052631579,36.8263157894737,38.4610526315789,40.2589473684211,41.9410526315789,43.6705263157895,45.3473684210526,46.6063157894737,47.4884210526316,
Population density (people per sq. km of land area),EN.POP.DNST,Tuvalu,TUV,363.933333333333,363.3,362.566666666667,361.733333333333,360.933333333333,362.166666666667,365.2,368.966666666667,373.466666666667,
Population density (people per sq. km of land area),EN.POP.DNST,Uganda,UGA,175.910482744863,181.211544983044,186.900837821664,193.239073409136,200.11512567325,207.038674446439,214.188509874327,221.447292040694,228.674336724516,
Population density (people per sq. km of land area),EN.POP.DNST,Ukraine,UKR,78.5224884347166,78.151107390081,77.9472043363428,77.689366293221,77.388460210599,77.015046599931,76.6071850189852,76.1685346910597,75.5831118398343,
Population density (people per sq. km of land area),EN.POP.DNST,United Arab Emirates,ARE,123.230737820332,124.414967614756,125.554759222754,126.644086172909,127.686510842016,128.698521543227,129.705111236271,130.770050689946,131.866305266122,
Population density (people per sq. km of land area),EN.POP.DNST,United Kingdom,GBR,265.069536642831,267.028884388046,269.153139337825,271.200731616583,273.049472988054,274.708981936924,276.263080229819,277.27538544207,277.048319761915,
Population density (people per sq. km of land area),EN.POP.DNST,United States,USA,34.5518131888554,34.8061342979769,35.0633286762825,35.3183471405052,35.5424948236771,35.7300964643583,35.8931756713915,36.2409851083694,36.2978363298067,
Population density (people per sq. km of land area),EN.POP.DNST,Uruguay,URY,19.318820706205,19.3787110044566,19.4424522911667,19.5050051422695,19.5531939206948,19.5808593303622,19.588669866301,19.5925379956576,19.5763912695692,
Population density (people per sq. km of land area),EN.POP.DNST,Uzbekistan,UZB,69.3987227763895,70.5793400016981,71.0369950068089,72.2844996833798,73.51221549384,74.8004366901429,76.2228325634711,77.6853511857483,79.234908193068,
Population density (people per sq. km of land area),EN.POP.DNST,Vanuatu,VUT,21.6188679245283,22.1433141919606,22.6774405250205,23.2336341263331,23.8095980311731,24.388679245283,24.9716160787531,25.5689089417555,26.1802296964725,
Population density (people per sq. km of land area),EN.POP.DNST,"Venezuela, RB",VEN,33.8280380930786,34.2307783005499,34.6122283317272,34.8522918201916,34.6504540558925,33.8140162122329,32.8458511422255,32.3002698259736,31.9708259168981,
Population density (people per sq. km of land area),EN.POP.DNST,Viet Nam,VNM,288.388578631689,291.142141423425,294.181235102096,297.161429797662,300.038761594497,302.825616008729,305.577071681306,308.359102061392,310.973231577167,
Population density (people per sq. km of land area),EN.POP.DNST,Virgin Islands (U.S.),VIR,308.688571428571,308.234285714286,307.748571428571,307.188571428571,306.517142857143,305.717142857143,304.768571428571,303.685714285714,302.485714285714,
Population density (people per sq. km of land area),EN.POP.DNST,West Bank and Gaza,PSE,677.194019933555,693.255481727575,709.317607973422,725.429900332226,740.000830564784,758.984551495017,778.290033222591,797.885215946844,817.05377593361,
Population density (people per sq. km of land area),EN.POP.DNST,Yemen,YEM,51.1089683125935,52.5660624656704,54.0116767998182,55.4463359660587,56.8865446900392,58.3186790916151,59.7509157717295,61.14750080497,62.4687785290831,
Population density (people per sq. km of land area),EN.POP.DNST,Zambia,ZMB,20.4939210912173,21.1703049543308,21.8569391571046,22.5558065080241,23.2691507822274,23.9926458521099,24.7252142213374,25.4613527219898,26.1950322172749,
Population density (people per sq. km of land area),EN.POP.DNST,Zimbabwe,ZWE,35.0405118262893,35.8168618327517,36.5902468657102,37.3599689802249,38.1313196329327,38.9096135453018,39.6913739175391,40.5057929430012,41.3429598035414,
Population density (people per sq. km of land area),EN.POP.DNST,Africa Eastern and Southern,AFE,38.2545199953888,39.316203314029,40.417927553128,41.5205707634619,42.6232549793843,43.7690818968299,44.9469295848787,46.150813141707,47.354182530972,
Population density (people per sq. km of land area),EN.POP.DNST,Africa Western and Central,AFW,42.8049933781277,43.9824434156037,45.1802249225606,46.4059908598264,47.6618604476341,48.9340692566036,50.2229838665101,51.5366792865574,52.862912544898,
Population density (people per sq. km of land area),EN.POP.DNST,Arab World,ARB,29.7032499712419,30.3745893292785,31.0294362944761,31.6840610024221,32.3395190118262,33.0174231145493,33.6984280194777,34.2907992634507,34.8474272739049,
Population density (people per sq. km of land area),EN.POP.DNST,Caribbean small states,CSS,17.6259948128937,17.7375422996171,17.8451327652217,17.9455897245894,18.040345807089,18.2157589230579,18.3379078671113,18.3889539335556,18.4806150426084,
Population density (people per sq. km of land area),EN.POP.DNST,Central Europe and the Baltics,CEB,93.8488934173307,93.5904700585346,93.3754402553146,93.1379540162322,92.969024254002,92.7893185519725,92.6689547055008,92.4702878927427,91.7785425180394,
Population density (people per sq. km of land area),EN.POP.DNST,Early-demographic dividend,EAR,92.4192370375516,93.736541878176,95.0452955746817,96.3507363150207,97.6425331640275,98.8964192226833,100.134582247228,101.325338220997,102.382522646754,
Population density (people per sq. km of land area),EN.POP.DNST,East Asia & Pacific,EAS,92.450519498081,93.1424187354138,93.8076755482524,94.434045917774,95.1049512967388,95.6874602256186,96.1969599090913,96.6080141464989,96.804152884365,
Population density (people per sq. km of land area),EN.POP.DNST,East Asia & Pacific (excluding high income),EAP,126.237208604053,127.247457324643,128.216458127464,129.183106962396,130.168610040721,131.019882695904,131.762184921154,132.385079886283,132.713741583532,
Population density (people per sq. km of land area),EN.POP.DNST,East Asia & Pacific (IDA & IBRD countries),TEA,125.619947137518,126.630056080126,127.598113244792,128.563807032182,129.548814714966,130.398882498043,131.139437811572,131.760018640743,132.085199515071,
Population density (people per sq. km of land area),EN.POP.DNST,Euro area,EMU,125.827895661485,126.260480556019,126.671456493802,127.024004960909,127.33307364924,127.63616063936,127.781943882412,127.953871829812,128.003158884228,
Population density (people per sq. km of land area),EN.POP.DNST,Europe & Central Asia,ECS,32.7628942207745,32.9297414269443,33.0893796581117,33.2438644662018,33.3715839626673,33.4774163081879,33.5649771048516,33.6401211321991,33.6513785145309,
Population density (people per sq. km of land area),EN.POP.DNST,Europe & Central Asia (excluding high income),ECA,17.2400720752874,17.365576745632,17.4892288178166,17.6064586125915,17.7029578149129,17.7740804253212,17.8417864715126,17.8988476954879,17.931205749168,
Population density (people per sq. km of land area),EN.POP.DNST,Europe & Central Asia (IDA & IBRD countries),TEC,19.5054697214258,19.6225851300884,19.7359024891234,19.8431980462684,19.9303099462378,19.9930195240396,20.0532011021349,20.1008103403133,20.1120814581001,
Population density (people per sq. km of land area),EN.POP.DNST,European Union,EUU,110.714598327118,110.970372213089,111.230043201747,111.455628923593,111.650843809074,111.846558697249,111.941409204776,112.022522067025,111.890566811157,
Population density (people per sq. km of land area),EN.POP.DNST,Fragile and conflict affected situations,FCS,40.9398621365913,41.8986260636975,42.8478472862863,43.8182486785648,44.8036930254888,45.7956942208216,46.8254722136399,47.900127532952,48.9781676482229,
Population density (people per sq. km of land area),EN.POP.DNST,Heavily indebted poor countries (HIPC),HPC,35.4023221018335,36.433454542461,37.4909595150098,38.5854327959573,39.7215132776548,40.8674432402477,42.0267447821198,43.2109696986377,44.401501973587,
Population density (people per sq. km of land area),EN.POP.DNST,High income,HIC,33.8323114736981,34.0257487812356,34.2169653501626,34.4021796735334,34.5775487845121,34.7452243851976,34.8920687450848,35.0342603838027,35.1969071563399,
Population density (people per sq. km of land area),EN.POP.DNST,IBRD only,IBD,64.3664136679182,65.0581386103888,65.7282943497385,66.3716649970189,67.0014805079863,67.5780541493568,68.1125126381905,68.5947547770341,68.9671250105762,
Population density (people per sq. km of land area),EN.POP.DNST,IDA & IBRD total,IBT,63.2921557043798,64.1390596785475,64.9736798045925,65.8054614952217,66.6414165616555,67.4499080905482,68.2394459961831,69.0035813896177,69.6930044436182,
Population density (people per sq. km of land area),EN.POP.DNST,IDA blend,IDB,115.632699881432,118.020211614383,120.234341109847,122.556947434418,124.980661904803,127.528413702912,130.147126997793,132.882011896128,135.705174880486,
Population density (people per sq. km of land area),EN.POP.DNST,IDA only,IDX,48.5391573080753,49.5912318452189,50.6844442543179,51.8462339689072,53.0526593600974,54.2877415675709,55.5643636581256,56.8770048372755,58.2018000435773,
Population density (people per sq. km of land area),EN.POP.DNST,IDA total,IDA,60.2528362370327,61.5386425540133,62.8389379567676,64.2037008796322,65.6228997426737,67.0874181981598,68.598501536204,70.1599753293753,71.7466395496968,
